content_id,title,content_type,genre_id,studio_id,release_year,language,duration_minutes,age_rating,imdb_rating,production_budget,licensing_cost,available_regions,is_original,created_at,updated_at,production_overhead,distribution_cost,technology_cost,localization_cost,contract_administration_cost,contingency_cost,total_content_cost,licensing_cost_ratio,production_cost_ratio,localization_cost_per_region,total_revenue,total_watch_hours,total_views,likes,dislikes,average_completion_rate,average_rewatch_rate,conversions,marketing_spend,attributed_revenue,genre_name,studio_name,total_investment,contribution_profit,content_roi,revenue_per_watch_hour,positive_engagement_rate,portfolio_revenue_percentile,portfolio_roi_percentile,decision
43006,Vengeance 3 (43006),Series,3,65,2013,English,25,TV-MA,6.5,28132.76,4096.67,6,False,2026-09-07 16:37:40.159398,2026-09-07 16:37:40.159518,4114.32,539.95,295.1,1913.45,49.84,1170.1,40312.19,0.1016,0.7999,318.91,45589.65,55.879999999999995,17,3,4,51.42,5.88,0.0,0.0,0.0,Animation,Solar Group,40312.19,5277.46,0.1309,815.85,0.4286,0.521,0.4918,RENEW
43007,Return of Eclipse - Revelation,Movie,2,46,2013,Hindi,133,PG,6.9,22099.83,0.0,6,True,2026-09-07 16:37:40.164566,2026-09-07 16:37:40.164622,2001.54,437.13,179.54,1437.38,0.0,1082.25,27237.67,0.0,0.8849,239.56,58514.36,69.08,16,2,2,61.47,18.75,154963.0,2183080.85,9218354.03,Adventure,Crest Motion Pictures,2210318.52,-2151804.16,-0.9735,847.05,0.5,0.6681,0.006,COST_REVIEW
43008,Destiny: Awakening (43008),Series,7,219,2023,English,42,PG-13,5.5,41870.23,0.0,15,True,2026-09-07 16:37:40.171067,2026-09-07 16:37:40.171119,4026.09,1997.28,920.94,4449.93,0.0,1402.99,54667.46,0.0,0.8396,296.66,27922.82,107.37,25,9,0,74.78,44.0,0.0,0.0,0.0,Documentary,Omni Entertainment 219,54667.46,-26744.64,-0.4892,260.06,1.0,0.2639,0.1666,COST_REVIEW
43009,Heart of Storm (43009),Movie,7,297,2021,Japanese,129,R,6.3,18489.69,0.0,6,True,2026-09-07 16:37:40.175815,2026-09-07 16:37:40.175849,2307.1,658.42,349.73,1324.48,0.0,551.72,23681.14,0.0,0.8782,220.75,11635.130000000001,78.57999999999998,20,5,0,78.66,50.0,0.0,0.0,0.0,Documentary,Apex Interactive,23681.14,-12046.01,-0.5087,148.07,1.0,0.0465,0.1561,COST_REVIEW
43010,Dynasty 5 (43010),Series,14,290,2017,Hindi,34,TV-PG,7.0,37023.23,0.0,6,True,2026-09-07 16:37:40.177332,2026-09-07 16:37:40.177367,4147.02,1567.76,542.97,2591.62,0.0,1416.71,47289.31,0.0,0.8706,431.94,23093.940000000002,67.47,19,5,3,53.96,10.53,0.0,0.0,0.0,Mystery,Crest Pictures 290,47289.31,-24195.37,-0.5116,342.28,0.625,0.191,0.1546,COST_REVIEW
43011,Operation Midnight (43011),Movie,8,117,2022,Spanish,76,TV-PG,6.4,44865.96,0.0,5,True,2026-09-07 16:37:40.181942,2026-09-07 16:37:40.181974,4823.5,799.49,734.64,2107.64,0.0,2355.32,55686.55,0.0,0.8923,421.53,34816.12,65.86,17,4,2,53.43,11.76,0.0,0.0,0.0,Drama,Vanguard Films 117,55686.55,-20870.43,-0.3748,528.64,0.6667,0.3675,0.2308,COST_REVIEW
43012,After Silence (43012),Movie,20,95,2019,English,174,G,7.1,31654.78,5838.77,15,False,2026-09-07 16:37:40.183750,2026-09-07 16:37:40.183786,3539.03,532.89,734.15,3166.26,189.89,1120.73,46776.5,0.1248,0.7524,211.08,39511.6,110.03,17,4,2,59.07,11.76,0.0,0.0,0.0,Western,Beacon Films,46776.5,-7264.9,-0.1553,359.1,0.6667,0.4391,0.3496,COST_REVIEW
43013,Legacy of Redemption (43013),Movie,15,43,2017,Japanese,81,NC-17,6.9,16007.65,944.44,14,False,2026-09-07 16:37:40.185995,2026-09-07 16:37:40.186014,1802.02,462.09,386.47,2321.32,12.2,766.97,22703.16,0.0416,0.7845,165.81,66298.81,103.06,25,5,3,57.08,20.0,0.0,0.0,0.0,Romance,Prism Productions,22703.16,43595.65,1.9202,643.3,0.625,0.7386,0.9043,RENEW
43014,Code Eclipse - Protocol,Movie,20,99,2019,English,175,NC-17,5.9,33756.99,0.0,4,True,2026-09-07 16:37:40.188108,2026-09-07 16:37:40.188128,4351.84,1162.38,176.49,2181.82,0.0,1270.66,42900.18,0.0,0.8883,545.46,10722.25,49.519999999999996,18,3,0,52.7,27.78,0.0,0.0,0.0,Western,Nexus Entertainment,42900.18,-32177.93,-0.7501,216.52,1.0,0.0386,0.0484,COST_REVIEW
43015,Eternity 3 (43015),Movie,11,29,2020,Hindi,75,NC-17,5.6,17017.07,1200.74,13,False,2026-09-07 16:37:40.190542,2026-09-07 16:37:40.190594,2044.22,477.12,331.6,3260.52,26.44,988.87,25346.58,0.0474,0.752,250.81,73285.91,98.69,16,4,1,78.59,50.0,0.0,0.0,0.0,History,DVV Entertainment,25346.58,47939.33,1.8914,742.59,0.8,0.7929,0.9017,EXPAND
43016,Legacy of Genesis (43016),Movie,17,278,2016,English,145,R,6.3,35590.69,0.0,4,True,2026-09-07 16:37:40.194452,2026-09-07 16:37:40.194485,5201.87,1422.56,871.89,1313.89,0.0,911.8,45312.7,0.0,0.9002,328.47,30904.699999999997,83.47,20,6,2,62.3,50.0,0.0,0.0,0.0,Sports,Prism Cinema 278,45312.7,-14408.0,-0.318,370.25,0.75,0.3087,0.2619,COST_REVIEW
43017,Under Monolith - Fallout,Movie,19,127,2021,Hindi,174,TV-MA,8.5,23408.5,1880.73,3,False,2026-09-07 16:37:40.195862,2026-09-07 16:37:40.195871,3401.65,899.63,204.64,1646.92,58.89,1515.14,33016.1,0.057,0.812,548.97,63026.33,122.16,24,10,1,72.93,54.17,0.0,0.0,0.0,War,Starlight Entertainment,33016.1,30010.23,0.909,515.93,0.9091,0.7105,0.755,EXPAND
43018,Legacy of Horizon - Unbound,Series,20,286,2010,Hindi,40,TV-Y,4.2,26669.37,4462.28,14,False,2026-09-07 16:37:40.197459,2026-09-07 16:37:40.197477,2612.88,817.15,228.97,3074.4,83.57,1335.8,39284.42,0.1136,0.7454,219.6,42138.020000000004,76.18,16,3,1,73.41,37.5,0.0,0.0,0.0,Western,Nexus Cinema 286,39284.42,2853.6,0.0726,553.14,0.75,0.4751,0.4637,MONITOR
43019,Storm 4 (43019),Movie,18,9,2010,English,121,TV-PG,7.4,29338.98,4881.1,9,False,2026-09-07 16:37:40.200049,2026-09-07 16:37:40.200073,1854.66,521.64,220.33,2623.24,160.37,2041.32,41641.64,0.1172,0.7491,291.47,14020.42,53.68,14,3,1,54.06,21.43,0.0,0.0,0.0,Thriller,Marvel Studios,41641.64,-27621.22,-0.6633,261.19,0.75,0.073,0.0824,COST_REVIEW
43020,Inside Destiny (43020),Movie,4,195,2012,English,111,R,7.4,35836.17,5241.24,10,False,2026-09-07 16:37:40.201443,2026-09-07 16:37:40.201459,2185.89,1284.49,483.42,3485.44,64.97,1985.18,50566.8,0.1036,0.7519,348.54,25768.65,108.46000000000001,19,5,0,78.34,26.32,0.0,0.0,0.0,Biography,Pacific Productions 195,50566.8,-24798.15,-0.4904,237.59,1.0,0.2309,0.1659,COST_REVIEW
43021,Odyssey: Reborn (43021),Movie,5,147,2010,English,148,PG,8.0,34390.34,4271.53,5,False,2026-09-07 16:37:40.202778,2026-09-07 16:37:40.202794,2444.72,807.0,708.66,1914.97,143.69,2160.13,46841.04,0.0912,0.7864,382.99,105968.45000000001,78.3,16,2,0,54.91,31.25,0.0,0.0,0.0,Comedy,Atlantic Motion Pictures,46841.04,59127.41,1.2623,1353.36,1.0,0.9311,0.823,RENEW
43022,Silence: Origins (43022),Movie,9,215,2025,Spanish,114,R,7.5,19868.65,2024.79,4,False,2026-09-07 16:37:40.204643,2026-09-07 16:37:40.204664,1326.05,566.34,314.34,1647.36,67.99,655.78,26471.3,0.0765,0.8007,411.84,41340.56,50.57,16,6,1,60.15,25.0,0.0,0.0,0.0,Family,Pinnacle Media 215,26471.3,14869.26,0.5617,817.49,0.8571,0.4644,0.6559,EXPAND
43023,Light: Resurgence (43023),Movie,12,241,2011,Hindi,142,TV-Y,7.9,41621.17,0.0,8,True,2026-09-07 16:37:40.206647,2026-09-07 16:37:40.206663,3895.86,645.29,530.3,2908.79,0.0,1315.15,50916.56,0.0,0.894,363.6,104820.61,110.45,22,11,0,80.64,50.0,0.0,0.0,0.0,Horror,Atlantic Entertainment 241,50916.56,53904.05,1.0587,949.03,1.0,0.9281,0.7872,EXPAND
43024,Freedom 5 (43024),Movie,13,90,2017,English,87,PG-13,8.5,31096.74,1614.13,7,False,2026-09-07 16:37:40.208013,2026-09-07 16:37:40.208028,2013.78,1033.62,512.14,2115.31,27.04,1639.43,40052.19,0.0403,0.8267,302.19,44848.88,74.19,22,5,3,53.71,22.73,0.0,0.0,0.0,Music,Horizon Media 90,40052.19,4796.69,0.1198,604.51,0.625,0.5113,0.4866,RENEW
43025,Destiny 4 (43025),Series,3,211,2014,English,40,PG-13,6.4,30893.95,6040.84,11,False,2026-09-07 16:37:40.209860,2026-09-07 16:37:40.209884,3591.18,1219.22,371.27,2483.78,87.91,1170.48,45858.63,0.1317,0.752,225.8,92841.04000000001,97.05,18,8,1,62.87,38.89,0.0,0.0,0.0,Animation,Atlantic Films 211,45858.63,46982.41,1.0245,956.63,0.8889,0.8921,0.7805,EXPAND
43026,Illusion: Chronicles (43026),Movie,2,7,2019,French,134,PG,6.6,12747.41,2744.29,8,False,2026-09-07 16:37:40.212641,2026-09-07 16:37:40.212669,983.03,448.87,193.14,2135.63,45.25,834.16,20131.78,0.1363,0.682,266.95,77079.87,47.650000000000006,17,4,1,59.76,11.76,0.0,0.0,0.0,Adventure,HBO Entertainment,20131.78,56948.09,2.8288,1617.63,0.8,0.8169,0.9573,RENEW
43027,Before Destiny - Chronicles (43027),Series,18,152,2023,Hindi,56,TV-PG,7.0,26757.53,4771.58,9,False,2026-09-07 16:37:40.214673,2026-09-07 16:37:40.214690,2843.17,1105.22,385.95,1680.14,81.37,776.2,38401.16,0.1243,0.7708,186.68,72967.13,90.28,18,5,1,74.95,72.22,0.0,0.0,0.0,Thriller,Atlas Motion Pictures 152,38401.16,34565.97,0.9001,808.23,0.8333,0.7905,0.7529,EXPAND
43028,Protocol: Chronicles (43028),Movie,3,249,2013,Hindi,87,R,5.5,26338.08,0.0,15,True,2026-09-07 16:37:40.216110,2026-09-07 16:37:40.216129,1824.63,1316.37,614.18,4329.42,0.0,747.74,35170.42,0.0,0.8007,288.63,12853.119999999999,51.66,17,6,1,68.95,47.06,0.0,0.0,0.0,Animation,Silver Cinema 249,35170.42,-22317.3,-0.6345,248.8,0.8571,0.0601,0.0954,COST_REVIEW
43029,Operation Nemesis - Fallout (43029),Movie,14,239,2010,Hindi,122,PG-13,6.6,34801.2,0.0,5,True,2026-09-07 16:37:40.217308,2026-09-07 16:37:40.217322,4680.61,1292.51,545.33,1512.31,0.0,1839.8,44671.76,0.0,0.8838,302.46,33569.33,124.85,29,11,1,74.54,44.83,0.0,0.0,0.0,Mystery,Atlantic Entertainment 239,44671.76,-11102.43,-0.2485,268.88,0.9167,0.349,0.2997,COST_REVIEW
43030,Light 3 (43030),Movie,14,199,2020,Japanese,129,PG-13,6.2,16562.5,3933.21,3,False,2026-09-07 16:37:40.218626,2026-09-07 16:37:40.218641,2156.38,376.59,301.17,691.83,136.2,1001.57,25159.45,0.1563,0.744,230.61,29983.66,63.849999999999994,16,2,1,64.33,18.75,0.0,0.0,0.0,Mystery,Atlas Entertainment 199,25159.45,4824.21,0.1917,469.6,0.6667,0.2944,0.5182,RENEW
43031,Under Odyssey - Endgame,Series,6,194,2014,English,64,TV-PG,8.0,33092.48,3758.74,3,False,2026-09-07 16:37:40.220657,2026-09-07 16:37:40.220672,3136.63,1159.24,361.56,1553.69,73.91,2079.1,45215.35,0.0831,0.8013,517.9,68005.23999999999,251.1,32,12,0,78.96,43.75,0.0,0.0,0.0,Crime,Apex Cinema,45215.35,22789.89,0.504,270.83,1.0,0.7531,0.6371,EXPAND
43032,Redemption 5 (43032),Movie,14,257,2016,Spanish,143,R,5.4,29629.05,1957.48,6,False,2026-09-07 16:37:40.221922,2026-09-07 16:37:40.221937,4205.94,698.58,362.82,1663.8,39.75,823.32,39380.74,0.0497,0.8592,277.3,29412.789999999997,69.57000000000001,19,5,2,68.01,21.05,0.0,0.0,0.0,Mystery,Omni Entertainment 257,39380.74,-9967.95,-0.2531,422.78,0.7143,0.2863,0.2972,COST_REVIEW
43033,Call of Sanctuary (43033),Movie,17,74,2023,Hindi,102,G,6.2,19639.22,1288.17,5,False,2026-09-07 16:37:40.223271,2026-09-07 16:37:40.223288,1506.58,521.56,481.87,1528.15,18.57,642.97,25627.09,0.0503,0.8251,305.63,26289.6,62.26,19,1,1,78.45,36.84,0.0,0.0,0.0,Sports,Orion Productions,25627.09,662.51,0.0259,422.26,0.5,0.2393,0.4415,MONITOR
43034,Prophecy of Destiny (43034),Series,11,130,2014,English,28,R,6.7,13522.09,2617.99,3,False,2026-09-07 16:37:40.225640,2026-09-07 16:37:40.225685,1801.88,369.44,232.37,1296.87,42.79,588.25,20471.68,0.1279,0.7485,432.29,79736.03,97.52,27,7,1,79.81,44.44,0.0,0.0,0.0,History,Apex Media,20471.68,59264.35,2.8949,817.64,0.875,0.8313,0.96,EXPAND
43035,Honor 5 (43035),Series,3,169,2012,English,38,PG,7.6,41636.75,0.0,14,True,2026-09-07 16:37:40.230979,2026-09-07 16:37:40.231008,4543.69,1382.32,457.9,4079.71,0.0,1527.38,53627.75,0.0,0.8611,291.41,83200.97,117.63,28,5,0,80.75,42.86,0.0,0.0,0.0,Animation,Orion Interactive 169,53627.75,29573.22,0.5515,707.31,1.0,0.85,0.6526,EXPAND
43036,Silence 4 (43036),Movie,4,78,2013,Spanish,116,TV-PG,6.2,32646.71,0.0,4,True,2026-09-07 16:37:40.233395,2026-09-07 16:37:40.233423,2927.18,1088.13,209.53,1756.92,0.0,1586.57,40215.04,0.0,0.8846,439.23,12964.91,56.0,19,4,2,60.04,31.58,0.0,0.0,0.0,Biography,Summit Media 78,40215.04,-27250.13,-0.6776,231.52,0.6667,0.0612,0.0763,COST_REVIEW
43037,Vengeance: Extraction (43037),Series,2,12,2016,English,49,TV-MA,5.7,23547.33,1749.47,10,False,2026-09-07 16:37:40.235523,2026-09-07 16:37:40.235548,1591.62,903.18,403.7,2483.67,38.96,666.85,31384.78,0.0557,0.801,248.37,24091.499999999996,41.57,15,1,4,51.31,13.33,0.0,0.0,0.0,Adventure,Yash Raj Films,31384.78,-7293.28,-0.2324,579.54,0.2,0.2053,0.3082,COST_REVIEW
43038,Rise of Horizon - Reborn (43038),Movie,9,229,2020,Spanish,107,G,7.6,41397.6,0.0,15,True,2026-09-07 16:37:40.237562,2026-09-07 16:37:40.237584,3122.12,1255.19,275.87,3970.56,0.0,1094.79,51116.13,0.0,0.871,264.7,127245.76,93.25,16,3,0,74.23,37.5,0.0,0.0,0.0,Family,Mirage Interactive 229,51116.13,76129.63,1.4893,1364.57,1.0,0.9681,0.8576,EXPAND
43039,Valor: Resurgence (43039),Movie,14,13,2025,English,129,PG-13,5.8,47261.46,0.0,9,True,2026-09-07 16:37:40.239606,2026-09-07 16:37:40.239633,6505.9,1019.4,389.18,1912.53,0.0,2630.15,59718.62,0.0,0.9003,212.5,56603.45,57.35,16,7,0,80.18,37.5,0.0,0.0,0.0,Mystery,Dharma Productions,59718.62,-3115.17,-0.0522,986.98,1.0,0.6485,0.4028,COST_REVIEW
43040,Eternity 5 (43040),Movie,12,94,2020,English,78,NC-17,7.3,17365.57,2505.59,5,False,2026-09-07 16:37:40.241804,2026-09-07 16:37:40.241828,1990.44,558.9,161.87,1519.45,59.41,448.84,24610.07,0.1018,0.7865,303.89,30027.24,47.9,19,5,0,52.21,10.53,0.0,0.0,0.0,Horror,Pacific Group,24610.07,5417.17,0.2201,626.87,1.0,0.2953,0.53,RENEW
43041,Horizon: Evolution (43041),Series,9,261,2021,Japanese,44,G,6.4,33424.23,7415.45,15,False,2026-09-07 16:37:40.243430,2026-09-07 16:37:40.243444,2718.68,1433.11,595.63,3606.56,82.4,1002.06,50278.12,0.1475,0.7189,240.44,140145.15,152.11,24,5,0,68.48,33.33,0.0,0.0,0.0,Family,Omni Films,50278.12,89867.03,1.7874,921.34,1.0,0.9805,0.8918,EXPAND
43042,Horizon 2 (43042),Series,20,62,2017,Spanish,37,R,8.1,35812.12,2997.67,11,False,2026-09-07 16:37:40.244736,2026-09-07 16:37:40.244750,3746.91,1418.12,467.87,3781.0,72.93,1014.41,49311.03,0.0608,0.8022,343.73,13188.01,44.629999999999995,18,6,1,58.83,11.11,0.0,0.0,0.0,Western,Silver Entertainment,49311.03,-36123.02,-0.7326,295.5,0.8571,0.0636,0.0552,COST_REVIEW
43043,Ascendance: Rising (43043),Movie,9,119,2024,English,94,TV-Y,6.2,15053.22,3047.14,4,False,2026-09-07 16:37:40.246053,2026-09-07 16:37:40.246075,1049.29,286.53,295.31,872.65,65.89,1013.87,21683.9,0.1405,0.7426,218.16,24904.94,88.07,21,10,1,73.0,42.86,0.0,0.0,0.0,Family,Pinnacle Entertainment 119,21683.9,3221.04,0.1485,282.79,0.9091,0.2178,0.499,RENEW
43044,Silence 2 (43044),Series,10,16,2011,Spanish,46,TV-Y,5.5,48951.42,7164.52,11,False,2026-09-07 16:37:40.248316,2026-09-07 16:37:40.248366,3372.55,2359.05,461.07,2661.8,201.68,1252.2,66424.29,0.1079,0.7877,241.98,91575.7,103.12,23,3,0,56.15,21.74,0.0,0.0,0.0,Fantasy,MGM Studios,66424.29,25151.41,0.3786,888.05,1.0,0.8873,0.592,RENEW
43045,Justice 4 (43045),Series,4,51,2021,Korean,49,TV-Y,7.8,27363.59,3989.6,14,False,2026-09-07 16:37:40.251969,2026-09-07 16:37:40.251999,3877.39,703.35,620.74,2865.63,43.45,1346.47,40810.22,0.0978,0.7655,204.69,35027.78,76.44,18,4,1,60.26,22.22,0.0,0.0,0.0,Biography,Atlas Pictures,40810.22,-5782.44,-0.1417,458.24,0.8,0.3712,0.3574,COST_REVIEW
43046,Return of Justice - Origins (43046),Movie,2,251,2022,Hindi,140,TV-MA,5.4,37210.08,4190.03,15,False,2026-09-07 16:37:40.255336,2026-09-07 16:37:40.255365,3765.92,1321.93,344.11,3415.75,47.08,1730.66,52025.56,0.0805,0.7876,227.72,33312.5,75.10000000000001,15,2,2,68.2,26.67,0.0,0.0,0.0,Adventure,Horizon Productions,52025.56,-18713.06,-0.3597,443.58,0.5,0.3445,0.2389,COST_REVIEW
43047,Syndicate: Conspiracy (43047),Movie,14,41,2021,Hindi,81,NC-17,7.9,29168.01,4620.93,10,False,2026-09-07 16:37:40.257226,2026-09-07 16:37:40.257248,2699.24,470.26,165.21,1903.61,66.66,680.63,39774.55,0.1162,0.8012,190.36,24736.58,84.27,26,4,5,52.12,15.38,0.0,0.0,0.0,Mystery,Summit Motion Pictures,39774.55,-15037.97,-0.3781,293.54,0.4444,0.2152,0.229,COST_REVIEW
43048,Midnight 2 (43048),Movie,17,298,2016,Spanish,83,TV-PG,6.2,24712.77,0.0,5,True,2026-09-07 16:37:40.258809,2026-09-07 16:37:40.258826,3593.64,1157.34,346.76,1581.12,0.0,1053.62,32445.25,0.0,0.8724,316.22,46232.29,49.02,16,7,1,72.19,43.75,0.0,0.0,0.0,Sports,Solar Media,32445.25,13787.04,0.4249,943.13,0.875,0.5295,0.6088,EXPAND
43049,Shadow of Valor - Protocol,Movie,11,185,2013,Korean,103,TV-Y,5.5,14278.6,1124.32,13,False,2026-09-07 16:37:40.261653,2026-09-07 16:37:40.261675,1369.46,555.79,106.78,1855.33,15.98,837.11,20143.37,0.0558,0.7768,142.72,18857.0,97.86,29,14,3,66.31,19.64,0.0,0.0,0.0,History,Omni Entertainment,20143.37,-1286.37,-0.0639,192.69,0.8235,0.1322,0.3966,COST_REVIEW
43050,Justice 2 (43050),Movie,11,239,2023,Hindi,158,TV-PG,6.2,15058.55,1382.29,7,False,2026-09-07 16:37:40.263167,2026-09-07 16:37:40.263184,1359.21,371.37,203.51,1836.11,40.97,459.69,20711.7,0.0667,0.7927,262.3,33043.85,55.91,24,2,3,51.68,16.67,0.0,0.0,0.0,History,Atlantic Entertainment 239,20711.7,12332.15,0.5954,591.02,0.4,0.3411,0.6663,RENEW
43051,Redemption 5 (43051),Movie,16,155,2022,English,127,R,7.2,34987.73,0.0,6,True,2026-09-07 16:37:40.265032,2026-09-07 16:37:40.265053,2958.87,1361.6,853.7,2245.18,0.0,1333.97,43741.05,0.0,0.8675,374.2,50332.590000000004,83.31,19,3,1,71.34,10.53,0.0,0.0,0.0,Sci-Fi,Vanguard Pictures,43741.05,6591.54,0.1507,604.16,0.75,0.5791,0.5002,RENEW
43052,Vengeance: Origins (43052),Movie,6,138,2021,Korean,87,NC-17,6.5,35471.09,0.0,6,True,2026-09-07 16:37:40.266883,2026-09-07 16:37:40.266901,3932.17,895.26,745.53,1912.45,0.0,1697.38,44653.88,0.0,0.8824,318.74,126597.26999999999,122.12,25,8,4,66.86,16.0,0.0,0.0,0.0,Crime,Summit Cinema 138,44653.88,81943.39,1.8351,1036.66,0.6667,0.9673,0.8963,EXPAND
43053,Return of Silence - Evolution,Movie,8,300,2020,Hindi,103,PG-13,7.7,14447.36,1342.28,12,False,2026-09-07 16:37:40.268582,2026-09-07 16:37:40.268599,1592.92,348.04,205.46,2824.76,26.62,761.28,21548.72,0.0623,0.7444,235.4,38312.03,51.94,20,5,1,55.05,15.0,0.0,0.0,0.0,Drama,Vanguard Entertainment,21548.72,16763.31,0.7779,737.62,0.8333,0.4209,0.7201,RENEW
43054,Eternity: Reborn (43054),Movie,5,22,2025,English,114,G,5.7,19069.34,2299.7,5,False,2026-09-07 16:37:40.270128,2026-09-07 16:37:40.270147,1171.95,584.37,373.24,1452.76,50.76,867.57,25869.69,0.0889,0.7824,290.55,11147.38,47.39,20,3,1,58.51,10.0,0.0,0.0,0.0,Comedy,Apple Studios,25869.69,-14722.31,-0.5691,235.23,0.75,0.0422,0.1259,COST_REVIEW
43055,Flight of Frontier - Evolution,Movie,14,271,2019,French,90,PG,5.4,22488.63,5374.62,8,False,2026-09-07 16:37:40.271982,2026-09-07 16:37:40.272004,2673.12,809.64,303.83,1471.97,170.73,770.72,34063.26,0.1578,0.7387,184.0,15867.25,66.5,20,1,3,49.21,15.0,0.0,0.0,0.0,Mystery,Mirage Cinema 271,34063.26,-18196.01,-0.5342,238.61,0.25,0.0936,0.1427,COST_REVIEW
43056,Song of Thunder (43056),Series,6,39,2012,English,65,PG,6.5,16259.25,4007.05,3,False,2026-09-07 16:37:40.274204,2026-09-07 16:37:40.274227,2129.11,363.02,81.64,922.47,115.04,732.47,24610.05,0.1628,0.7472,307.49,20839.95,53.989999999999995,21,2,2,47.64,9.52,0.0,0.0,0.0,Crime,Pinnacle Entertainment,24610.05,-3770.1,-0.1532,386.0,0.5,0.1585,0.3509,COST_REVIEW
43057,Labyrinth: Fallout (43057),Movie,10,283,2012,English,108,PG-13,6.9,42567.98,2397.39,14,False,2026-09-07 16:37:40.276018,2026-09-07 16:37:40.276035,4913.91,1745.36,894.53,2600.12,28.78,2626.14,57774.21,0.0415,0.8219,185.72,47829.770000000004,138.43,28,10,0,70.9,35.71,0.0,0.0,0.0,Fantasy,Starlight Films 283,57774.21,-9944.44,-0.1721,345.52,1.0,0.5498,0.3404,COST_REVIEW
43058,Odyssey 5 (43058),Movie,18,28,2016,English,133,PG-13,6.7,28622.66,3124.3,12,False,2026-09-07 16:37:40.277427,2026-09-07 16:37:40.277443,3958.23,1008.43,579.67,2664.33,58.77,1543.04,41559.43,0.0752,0.784,222.03,46242.79,43.06,20,4,1,54.63,30.0,0.0,0.0,0.0,Thriller,Hombale Films,41559.43,4683.36,0.1127,1073.92,0.8,0.5297,0.4829,RENEW
43059,Redemption: Resurgence (43059),Movie,20,259,2024,Hindi,111,R,6.1,15746.27,3658.92,7,False,2026-09-07 16:37:40.278941,2026-09-07 16:37:40.278961,1336.5,240.31,367.7,1346.95,123.35,832.29,23652.29,0.1547,0.7222,192.42,37344.52,80.22999999999999,17,4,1,67.66,52.94,0.0,0.0,0.0,Western,Zenith Cinema 259,23652.29,13692.23,0.5789,465.47,0.8,0.4059,0.661,EXPAND
43060,Borders of Genesis (43060),Movie,11,101,2019,Hindi,168,TV-MA,6.4,20692.67,0.0,15,True,2026-09-07 16:37:40.280773,2026-09-07 16:37:40.280797,1599.09,708.27,151.12,2700.91,0.0,888.31,26740.37,0.0,0.8336,180.06,20049.86,71.53999999999999,26,3,2,47.31,23.08,0.0,0.0,0.0,History,Pinnacle Interactive,26740.37,-6690.51,-0.2502,280.26,0.6,0.1471,0.2988,COST_REVIEW
43061,Trial of Thunder (43061),Movie,3,172,2024,German,80,PG,6.9,37398.29,4552.63,13,False,2026-09-07 16:37:40.282680,2026-09-07 16:37:40.282703,4590.83,1111.93,795.01,3147.55,93.08,2431.81,54121.13,0.0841,0.7758,242.12,64583.270000000004,86.52,17,2,3,65.18,41.18,0.0,0.0,0.0,Animation,Omni Media 172,54121.13,10462.14,0.1933,746.45,0.4,0.7245,0.519,RENEW
43062,Ascendance: Reborn (43062),Series,11,17,2013,Japanese,54,G,6.1,18092.84,3271.66,8,False,2026-09-07 16:37:40.284580,2026-09-07 16:37:40.284602,1392.61,695.26,383.44,2073.26,100.7,1190.79,27200.56,0.1203,0.7164,259.16,30955.17,73.19,19,8,0,75.57,47.37,0.0,0.0,0.0,History,Legendary Entertainment,27200.56,3754.61,0.138,422.94,1.0,0.3095,0.495,RENEW
43063,Whispers in Eclipse (43063),Movie,14,64,2011,Japanese,169,PG-13,7.7,37004.47,4968.95,8,False,2026-09-07 16:37:40.286456,2026-09-07 16:37:40.286475,2523.68,1717.84,454.07,2346.75,66.08,888.74,49970.58,0.0994,0.791,293.34,51351.009999999995,67.9,19,4,3,58.48,21.05,0.0,0.0,0.0,Mystery,Nexus Studios,49970.58,1380.43,0.0276,756.27,0.5714,0.592,0.4422,MONITOR
43064,Destiny 3 (43064),Series,3,46,2012,Korean,53,G,6.1,45360.68,0.0,11,True,2026-09-07 16:37:40.289920,2026-09-07 16:37:40.289959,3116.07,1097.4,591.81,2634.08,0.0,2593.34,55393.38,0.0,0.8751,239.46,52495.950000000004,91.13999999999999,22,6,0,78.71,40.91,0.0,0.0,0.0,Animation,Crest Motion Pictures,55393.38,-2897.43,-0.0523,575.99,1.0,0.6051,0.4027,COST_REVIEW
43065,Reckoning: Awakening (43065),Series,20,190,2018,French,30,TV-Y,5.7,19149.32,0.0,4,True,2026-09-07 16:37:40.292434,2026-09-07 16:37:40.292461,2473.24,738.76,256.74,1423.91,0.0,472.02,24513.99,0.0,0.882,355.98,40267.89,112.31,28,12,1,64.39,17.86,0.0,0.0,0.0,Western,Beacon Entertainment,24513.99,15753.9,0.6426,358.54,0.9231,0.4492,0.6813,EXPAND
43066,Rise of Reckoning - Vindication,Series,19,88,2014,English,38,NC-17,7.9,14250.7,1795.74,11,False,2026-09-07 16:37:40.294933,2026-09-07 16:37:40.294963,891.9,289.41,172.28,2826.98,48.12,654.16,20929.29,0.0858,0.7235,257.0,174409.72,162.18,25,8,2,72.33,36.0,0.0,0.0,0.0,War,Atlantic Media,20929.29,153480.43,7.3333,1075.41,0.8,0.9949,0.999,EXPAND
